cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis,obs_u,obs_v,n_cycles
6276,25.0,127.0,4.0982,34.3972,2e-05,0.00121,-0.01327,0.00677,6.1635e-05,0.0198,0.0213,128
6277,-63.0,129.0,1.5602,34.7351,0.0637,0.25288,-0.00044,0.00527,-0.000129946,0.0326,-0.016,72
6278,-61.0,129.0,1.9277,34.7319,0.04836,0.10756,-0.00339,-0.00566,-0.000127556,0.0157,-0.0001,160
6279,-59.0,129.0,2.1181,34.7115,0.02638,0.07563,-0.00462,-0.01252,-0.000125011,0.0255,-0.0083,142
6280,-57.0,129.0,2.2389,34.6865,0.01181,0.04864,-0.00288,-0.01412,-0.000122313,0.0204,0.0089,126
6281,-55.0,129.0,2.4141,34.6203,0.01192,0.10306,-0.0067,-0.0425,-0.000119467,0.0586,0.0014,108
6282,-53.0,129.0,2.654,34.5238,0.02722,0.12604,-0.01077,-0.04784,-0.000116475,0.042,-0.0032,163
6283,-51.0,129.0,2.9577,34.4387,0.00702,0.29143,-0.00427,-0.03386,-0.000113341,0.0483,-0.0067,161
6284,-49.0,129.0,4.662,34.3554,-0.07064,0.89381,-0.00313,-0.01268,-0.000110068,0.0921,-0.006,211
6285,-47.0,129.0,5.5483,34.3607,-0.06131,-0.05243,0.0002,0.00136,-0.000106662,0.0025,-0.0061,267
6286,-45.0,129.0,5.2728,34.3628,-0.03555,-0.06256,-0.00039,0.00081,-0.000103126,-0.0133,-0.0003,339
6290,-37.0,129.0,4.9228,34.3854,-0.03389,0.03656,0.00029,0.00239,-8.777e-05,-0.0101,0.0038,249
6294,5.0,129.0,4.6104,34.5499,-0.02817,0.05516,0.00098,-0.00278,1.2711e-05,-0.016,-0.0089,123
6297,11.0,129.0,4.4351,34.5439,0.0223,-0.04824,-0.00175,-0.00158,2.7828e-05,-0.0172,-0.0143,169
6298,13.0,129.0,4.3114,34.5431,0.0213,-0.07896,-0.00152,-0.00027,3.2807e-05,0.0056,-0.007,129
6299,15.0,129.0,4.2345,34.5328,0.01628,0.01667,-0.00205,-0.00843,3.7747e-05,-0.0177,-0.0092,121
6300,17.0,129.0,4.1387,34.5099,0.02972,-0.14102,-0.00368,-0.01222,4.264e-05,0.0086,0.0003,154
6301,19.0,129.0,3.9166,34.4743,0.02659,-0.01777,-0.00161,-0.02309,4.7482e-05,-0.0085,-0.0022,145
6302,21.0,129.0,3.8863,34.412,-0.01369,-0.00715,-0.00061,-0.02173,5.2265e-05,-0.0108,-0.0004,114
6303,23.0,129.0,3.9513,34.3758,-0.02966,0.05361,-0.00504,-0.01054,5.6985e-05,-0.0109,0.0054,128
6304,25.0,129.0,4.0466,34.3688,-0.02954,0.01569,-0.01346,0.0031,6.1635e-05,-0.01,-0.0021,130
6305,-63.0,131.0,1.6162,34.7356,0.03343,0.24268,0.00106,0.00331,-0.000129946,0.0566,-0.0172,66
6306,-61.0,131.0,1.9712,34.729,0.02699,0.10223,-0.0023,-0.00704,-0.000127556,0.0116,-0.0046,114
6307,-59.0,131.0,2.1421,34.7075,0.01405,0.06313,-0.00151,-0.01092,-0.000125011,0.0254,0.0039,103
6308,-57.0,131.0,2.2625,34.6797,0.02505,0.0615,-0.00804,-0.01872,-0.000122313,0.0307,-0.0171,130
6309,-55.0,131.0,2.4252,34.6163,0.0018,0.07835,0.00211,-0.03464,-0.000119467,0.0267,-0.0032,171
6310,-53.0,131.0,2.6745,34.5171,0.00462,0.15723,0.00083,-0.0563,-0.000116475,0.0495,0.001,162
6312,-49.0,131.0,4.5656,34.3515,-0.04516,0.89487,0.00027,-0.01377,-0.000110068,0.112,-0.0024,217
6313,-47.0,131.0,5.4429,34.3588,-0.0199,-0.071,-0.00115,0.00253,-0.000106662,-0.0081,-0.0061,319
6315,-43.0,131.0,5.1139,34.3689,-0.03003,-0.10238,-0.00014,0.00458,-9.9464e-05,-0.0156,0.0033,350
6319,-35.0,131.0,4.4079,34.3971,-0.14371,-0.29978,0.00382,0.007,-8.3652e-05,-0.0118,0.0004,261
6320,-5.0,131.0,4.8197,34.596,-0.01733,-0.01933,-0.00134,-0.00095,-1.2711e-05,-0.0008,-0.0016,424
6321,3.0,131.0,4.5618,34.5547,-0.01,-0.02156,-0.00024,0.00064,7.633e-06,0.0197,0.0106,115
6323,7.0,131.0,4.59,34.5493,-0.01409,0.02493,0.00029,-0.00157,1.7774e-05,0.013,0.0042,53
6324,9.0,131.0,4.601,34.5458,-0.01234,-0.03131,0.00079,-0.00129,2.2815e-05,0.0143,-0.008,204
6326,13.0,131.0,4.3305,34.5394,0.02251,-0.07502,-0.00213,-0.00079,3.2807e-05,0.0102,0.0038,174
6327,15.0,131.0,4.2581,34.5295,0.00138,0.01741,-0.00065,-0.00949,3.7747e-05,-0.0122,0.0019,227
6330,21.0,131.0,3.8553,34.4107,0.00242,-0.0146,-0.00079,-0.02402,5.2265e-05,-0.007,-0.0034,180
6331,23.0,131.0,3.8855,34.366,-0.02555,0.03086,-0.00471,-0.01458,5.6985e-05,-0.0072,-0.0072,124
6332,25.0,131.0,3.9856,34.3498,-0.03211,0.07606,-0.00639,-0.00439,6.1635e-05,-0.0162,0.0115,125
6333,27.0,131.0,4.1647,34.3391,0.05197,0.00021,-0.01571,0.0023,6.6211e-05,0.0024,0.008,214
6334,29.0,131.0,3.6431,34.3996,0.36606,-0.38563,-0.04464,0.04436,7.0706e-05,0.0465,0.0551,86
6336,-61.0,133.0,1.9752,34.7281,-0.02245,0.11642,0.00107,-0.00751,-0.000127556,0.0253,0.0032,102
6337,-59.0,133.0,2.1419,34.7092,-0.01574,0.05848,0.00401,-0.01067,-0.000125011,0.019,0.0079,138
6338,-57.0,133.0,2.2889,34.671,0.01516,0.06856,-0.00468,-0.0222,-0.000122313,0.0366,-0.0153,114
6342,-49.0,133.0,4.4237,34.3516,-0.18296,0.91038,-0.00135,-0.01741,-0.000110068,0.1099,0.0232,223
6345,-43.0,133.0,5.0611,34.3693,-0.03733,-0.08085,0.00187,0.00386,-9.9464e-05,-0.0125,0.001,309
6346,-41.0,133.0,4.7856,34.3775,-0.06863,-0.07981,0.00317,0.00334,-9.5681e-05,-0.0155,0.004,311
6347,-39.0,133.0,4.7413,34.3861,-0.03728,-0.00621,0.00095,0.00239,-9.1781e-05,-0.008,0.0004,264
6348,-37.0,133.0,4.7104,34.3905,-0.1073,-0.07005,0.00237,0.00322,-8.777e-05,-0.0107,0.0061,209
6349,1.0,133.0,4.5536,34.5519,0.01447,0.00382,-0.00079,0.00077,2.545e-06,-0.0285,-0.0046,144
6350,3.0,133.0,4.534,34.5547,-0.00289,-0.02292,-5e-05,0.00061,7.633e-06,-0.0002,-0.0105,94
6351,5.0,133.0,4.5373,34.5531,0.01708,0.03185,-0.00103,-0.00174,1.2711e-05,0.0179,-0.0029,113
6352,7.0,133.0,4.577,34.5487,-0.01545,0.00139,-0.00014,-0.00083,1.7774e-05,-0.0044,-0.0066,100
6353,9.0,133.0,4.5906,34.5476,0.00408,-0.01137,2e-05,-0.00167,2.2815e-05,0.0095,0.0019,276
6354,11.0,133.0,4.4943,34.541,0.00807,-0.05242,-0.00049,-0.00404,2.7828e-05,-0.0178,-0.0012,169
6357,17.0,133.0,4.1565,34.5053,-0.00962,-0.15036,-0.00042,-0.01507,4.264e-05,-0.001,-0.0053,188
6358,19.0,133.0,3.9412,34.4741,0.00062,0.00103,0.00209,-0.01708,4.7482e-05,-0.0072,-0.0003,152
6360,23.0,133.0,3.8671,34.3648,0.00418,0.02939,0.00256,-0.01711,5.6985e-05,-0.0036,0.0015,191
6361,25.0,133.0,3.9457,34.339,-0.0116,0.05531,-0.00471,-0.00934,6.1635e-05,-0.0156,-0.0083,144
6362,27.0,133.0,4.0882,34.3313,-0.07935,0.06202,-9e-05,-0.00078,6.6211e-05,-0.0049,-0.0003,201
6363,29.0,133.0,4.249,34.3271,0.15154,0.05369,-0.01825,0.00171,7.0706e-05,-0.012,0.0145,181
6365,-63.0,135.0,1.5739,34.7361,-0.05208,0.19568,-0.00121,0.00489,-0.000129946,0.0366,-0.0051,68
6366,-61.0,135.0,1.9393,34.7312,-0.03329,0.12475,0.00347,-0.00667,-0.000127556,0.0328,-0.0022,104
6368,-57.0,135.0,2.2893,34.6699,-0.00792,0.07395,0.00171,-0.02296,-0.000122313,0.0432,-0.0004,101
6369,-55.0,135.0,2.4327,34.6184,0.01408,0.07928,-0.00523,-0.03142,-0.000119467,0.0299,-0.0015,149
6370,-53.0,135.0,2.709,34.5141,0.00321,0.15733,-0.00011,-0.0532,-0.000116475,0.0585,-0.0037,128
6371,-51.0,135.0,2.9648,34.4357,-0.01144,0.16754,0.00548,-0.02769,-0.000113341,0.039,0.0071,166
6372,-49.0,135.0,4.1554,34.3501,-0.14721,0.84645,0.00034,-0.02212,-0.000110068,0.1165,-0.0047,194
6374,-45.0,135.0,5.1211,34.3691,0.01645,-0.03471,0.00407,0.00116,-0.000103126,-0.0078,-0.0,303
6375,-43.0,135.0,4.9809,34.3754,-0.05061,-0.13383,0.0043,0.00459,-9.9464e-05,-0.0172,0.0082,284
6376,-41.0,135.0,4.7023,34.3842,-0.00326,-0.04676,0.004,0.00301,-9.5681e-05,-0.0075,0.0024,351
6377,-39.0,135.0,4.7169,34.3883,0.01478,-0.01036,0.00075,0.00079,-9.1781e-05,-0.0061,0.0029,389
6378,-37.0,135.0,4.5638,34.3947,-0.03389,-0.11475,0.00162,0.00566,-8.777e-05,-0.0147,0.0042,277
6381,5.0,135.0,4.5834,34.5514,-0.00319,0.03827,0.0008,-0.00272,1.2711e-05,0.0212,0.0006,108
6382,7.0,135.0,4.5673,34.5489,0.01182,-0.02474,0.00101,-0.00062,1.7774e-05,-0.0019,-0.0048,93
6383,9.0,135.0,4.5909,34.545,-0.0048,-0.01631,-0.00102,-0.00215,2.2815e-05,0.0072,-0.008,117
6384,11.0,135.0,4.4747,34.5402,-0.01583,-0.04982,0.00032,-0.00111,2.7828e-05,-0.0381,0.0009,55
6385,13.0,135.0,4.3613,34.5394,0.00153,-0.06733,-0.0007,-0.00174,3.2807e-05,-0.0063,-0.0039,114
6386,15.0,135.0,4.2687,34.5283,0.00816,0.00153,-0.00205,-0.00965,3.7747e-05,-0.0065,-0.0014,234
6387,17.0,135.0,4.1571,34.5038,0.00399,-0.1577,-0.00026,-0.0124,4.264e-05,-0.0041,0.0037,200
6388,19.0,135.0,3.9492,34.4736,0.00777,-0.0024,0.00063,-0.01683,4.7482e-05,-0.0061,0.0012,202
6389,21.0,135.0,3.8757,34.4168,-0.00029,-0.04176,-0.00021,-0.02739,5.2265e-05,-0.0078,0.0017,245
6390,23.0,135.0,3.8618,34.3681,-0.02503,0.01406,-0.00166,-0.01861,5.6985e-05,-0.0051,-0.0009,304
6391,25.0,135.0,3.9117,34.3348,-0.0269,0.03629,-0.0008,-0.01178,6.1635e-05,-0.0096,0.0049,179
6394,31.0,135.0,4.6427,34.3022,0.03459,-0.12359,0.00034,0.01425,7.5114e-05,-0.0097,0.0285,256
6395,-63.0,137.0,1.5149,34.7356,-0.06865,0.17991,-0.00031,0.00541,-0.000129946,0.0415,-0.0102,47
6396,-61.0,137.0,1.9077,34.7344,-0.02828,0.13341,0.00243,-0.00567,-0.000127556,0.0256,0.0015,130
6397,-59.0,137.0,2.1154,34.7133,0.01368,0.08093,-0.00303,-0.0141,-0.000125011,0.0198,-0.0115,139
6401,-51.0,137.0,2.9298,34.4447,-0.04283,0.18734,0.00882,-0.03877,-0.000113341,0.0431,0.0031,171
6402,-49.0,137.0,4.105,34.3487,0.10246,0.81971,-0.00197,-0.02051,-0.000110068,0.0984,-0.0075,211
6403,-47.0,137.0,5.2488,34.3603,0.01834,0.03529,0.00167,0.01173,-0.000106662,-0.0056,0.0055,154
6405,-43.0,137.0,4.9429,34.3809,-0.01945,-0.14056,0.00402,0.00544,-9.9464e-05,-0.0223,0.0051,225
6406,-41.0,137.0,4.737,34.389,0.019,-0.03102,0.00199,0.00059,-9.5681e-05,-0.0082,0.0032,319
6407,-39.0,137.0,4.7062,34.3885,-0.04587,-0.03413,0.00105,0.00112,-9.1781e-05,-0.0096,0.0035,365
6408,1.0,137.0,4.5481,34.5513,-0.00824,-0.00277,-0.00058,0.00119,2.545e-06,-0.0148,0.0013,123
6411,7.0,137.0,4.5447,34.5499,-0.0157,-0.00845,-0.00016,-0.00084,1.7774e-05,-0.0121,0.0045,129
6412,9.0,137.0,4.5868,34.5457,-0.0051,0.00764,0.00077,-0.00189,2.2815e-05,0.0046,-0.0032,145
6413,11.0,137.0,4.4841,34.542,0.01412,-0.05996,0.00088,-0.00175,2.7828e-05,-0.0134,0.0029,126
6417,19.0,137.0,3.9526,34.4744,-0.00504,-0.0312,-0.00083,-0.01935,4.7482e-05,-0.0061,0.0016,103
6418,21.0,137.0,3.8436,34.4135,-0.02314,-0.04624,-0.00158,-0.02797,5.2265e-05,-0.0105,0.0002,182
6419,23.0,137.0,3.8168,34.3637,-0.01567,0.01658,-1e-05,-0.01968,5.6985e-05,-0.0121,-0.0021,232
6421,27.0,137.0,3.99,34.3156,-0.02155,0.01779,-0.00092,-0.00061,6.6211e-05,-0.006,-0.005,288
6422,29.0,137.0,4.0878,34.324,-0.06265,0.13211,-0.00201,0.0035,7.0706e-05,-0.019,-0.0013,212
6423,31.0,137.0,4.4154,34.3268,-0.17883,-0.03223,0.01456,0.00852,7.5114e-05,-0.0323,-0.0215,202
6424,33.0,137.0,3.5052,34.4154,0.05724,-0.48164,-0.0065,0.04647,7.9431e-05,0.1009,-0.0168,142
6427,-61.0,139.0,1.8874,34.7362,-0.00518,0.14038,0.00083,-0.00501,-0.000127556,0.0218,-0.0016,150
6428,-59.0,139.0,2.136,34.7084,0.01769,0.10231,-0.00471,-0.018,-0.000125011,0.0268,-0.0084,135
6429,-57.0,139.0,2.2841,34.6747,-0.01002,0.03594,0.00488,-0.01201,-0.000122313,0.0094,0.0051,127
6430,-55.0,139.0,2.389,34.6344,-0.08521,0.06668,0.03204,-0.02777,-0.000119467,0.0243,0.0194,227
6431,-53.0,139.0,2.5568,34.5629,-0.11542,0.08135,0.04289,-0.03653,-0.000116475,0.0339,0.0318,188
6432,-51.0,139.0,2.8718,34.4567,0.03345,0.33963,-0.00167,-0.06235,-0.000113341,0.0552,0.0011,164
6433,-49.0,139.0,4.4403,34.35,0.35417,0.78539,0.00287,-0.01151,-0.000110068,0.0963,-0.0372,219
6434,-47.0,139.0,5.2157,34.3663,-0.0493,-0.05225,0.00455,0.00741,-0.000106662,-0.0105,-0.009,217
6435,-45.0,139.0,5.0372,34.3772,-0.04773,-0.03702,0.00242,0.00464,-0.000103126,-0.0162,0.0052,277
6436,-43.0,139.0,4.8818,34.3877,-0.02319,-0.10462,0.00282,0.00465,-9.9464e-05,-0.0179,0.0072,206
6437,-41.0,139.0,4.7453,34.3934,-0.0091,-0.02078,0.00314,0.00028,-9.5681e-05,-0.01,0.0013,343
6438,-39.0,139.0,4.6117,34.395,-0.05502,-0.10283,0.00531,0.00142,-9.1781e-05,-0.0073,0.0077,364
6441,3.0,139.0,4.5481,34.5544,0.01225,-0.00283,-0.00038,0.00079,7.633e-06,-0.0076,-0.0077,99
6442,5.0,139.0,4.5774,34.552,0.00998,0.01996,-0.00046,-0.00244,1.2711e-05,0.0317,-0.0003,93
6444,9.0,139.0,4.5882,34.5467,0.00923,-0.00201,0.00059,0.0,2.2815e-05,0.0013,-0.0027,140
6445,11.0,139.0,4.4944,34.5446,0.00807,-0.03539,0.00069,-0.00227,2.7828e-05,-0.0033,-0.0004,150
6446,13.0,139.0,4.3692,34.5421,0.03987,-0.08593,0.00011,-0.00095,3.2807e-05,0.0084,0.0012,126
6447,15.0,139.0,4.2788,34.5323,0.02858,0.00241,0.00157,-0.00726,3.7747e-05,-0.0036,0.0002,311
6448,17.0,139.0,4.1487,34.5118,0.00968,-0.1347,0.00081,-0.01314,4.264e-05,-0.0056,-0.0038,242
6451,23.0,139.0,3.8012,34.3643,0.00913,0.00714,-0.00161,-0.01794,5.6985e-05,-0.0132,-0.0021,148
6452,25.0,139.0,3.8685,34.3265,0.00596,0.05337,-0.00495,-0.01604,6.1635e-05,-0.0067,-0.0012,262
6453,27.0,139.0,3.9529,34.3053,-0.01397,0.00386,-0.00926,-0.00094,6.6211e-05,-0.0042,0.0039,196
6454,29.0,139.0,4.0425,34.304,-0.00862,0.09691,-0.02053,0.00359,7.0706e-05,-0.0146,0.0038,220
6457,-63.0,141.0,1.5206,34.7368,0.11693,0.18599,0.00303,0.00356,-0.000129946,0.0496,-0.0061,60
6458,-61.0,141.0,1.9091,34.7359,0.04055,0.12018,-0.00184,-0.00564,-0.000127556,0.0179,-0.0101,152
6459,-59.0,141.0,2.1535,34.7045,0.00596,0.1078,-0.00044,-0.01907,-0.000125011,0.0337,-0.004,137
6460,-57.0,141.0,2.2536,34.6856,-0.04843,-0.01451,0.01393,0.0026,-0.000122313,-0.0041,0.0097,129
6461,-55.0,141.0,2.2544,34.6832,-0.10193,0.03406,0.03402,-0.0107,-0.000119467,0.0047,0.0361,144
6463,-51.0,141.0,3.083,34.4335,0.22332,0.68825,-0.0278,-0.08472,-0.000113341,0.1197,-0.0637,186
6465,-47.0,141.0,5.1533,34.3722,-0.01434,-0.07847,0.0027,0.00315,-0.000106662,-0.0211,0.0003,299
6467,-43.0,141.0,4.8617,34.3914,-0.01204,-0.09756,0.00234,0.00373,-9.9464e-05,-0.0148,0.0051,389
6468,-41.0,141.0,4.6672,34.398,-0.08402,-0.0587,0.00273,0.00262,-9.5681e-05,-0.0109,0.0087,332
6469,-1.0,141.0,4.5177,34.5474,0.00555,-0.0117,0.0006,0.00204,-2.545e-06,-0.0232,0.0051,219
6470,1.0,141.0,4.5419,34.5508,0.00175,0.01276,0.00105,0.00163,2.545e-06,-0.0076,-0.002,101
6472,5.0,141.0,4.5739,34.5522,-0.00123,0.01479,0.00054,-0.00152,1.2711e-05,0.022,-0.0033,80
6473,7.0,141.0,4.5416,34.5498,0.00543,-0.0057,0.00069,-0.001,1.7774e-05,-0.0216,-0.0021,94
6474,9.0,141.0,4.599,34.5459,-0.00527,0.01039,-0.00064,-0.00253,2.2815e-05,0.0094,-0.0034,156
6475,11.0,141.0,4.5233,34.5414,0.00666,-0.0373,-0.00122,-0.00163,2.7828e-05,-0.0107,-0.0037,169
6476,13.0,141.0,4.4254,34.5396,-0.00042,-0.06093,-0.0006,0.00022,3.2807e-05,0.0122,0.0089,67
6477,15.0,141.0,4.3296,34.5344,-0.00745,-0.01625,0.00043,-0.00634,3.7747e-05,-0.0008,0.0027,141
6478,17.0,141.0,4.2087,34.5146,0.0186,-0.12553,0.0025,-0.01324,4.264e-05,0.0051,-0.0013,136
6479,19.0,141.0,3.9908,34.4787,0.01283,-0.03207,0.0057,-0.01769,4.7482e-05,-0.007,0.0021,100
6480,21.0,141.0,3.8441,34.4197,-0.00829,-0.08558,0.00626,-0.03004,5.2265e-05,-0.0044,-0.0018,174
6482,25.0,141.0,3.875,34.3197,-0.03007,0.05648,0.00476,-0.01794,6.1635e-05,-0.0125,-0.001,134
6484,29.0,141.0,3.978,34.2698,-0.02978,0.08429,-0.01098,-0.00957,7.0706e-05,-0.0199,-0.0042,235
6486,33.0,141.0,3.8397,34.3154,0.36073,-0.07304,-0.07651,0.01332,7.9431e-05,0.0079,0.0647,183
6487,-65.0,143.0,0.8928,34.7109,-0.06446,0.47404,0.00188,0.02371,-0.000132178,0.0317,0.0015,16
6489,-61.0,143.0,1.9535,34.7327,0.03434,0.12352,-0.0034,-0.00799,-0.000127556,0.0275,-0.0104,141
6492,-55.0,143.0,2.1382,34.7137,-0.09836,0.04115,0.01904,-0.0071,-0.000119467,0.0085,0.017,125
6494,-51.0,143.0,3.303,34.3989,0.04747,0.81218,-0.01539,-0.07434,-0.000113341,0.1351,0.0011,226
6495,-49.0,143.0,5.1788,34.3592,-0.06848,0.28606,-0.00073,0.00881,-0.000110068,0.0256,0.024,306
6496,-47.0,143.0,5.1463,34.3727,-0.04763,-0.03094,-0.00264,0.00454,-0.000106662,-0.0097,-0.0035,297
6498,-43.0,143.0,4.7869,34.3985,-0.09393,-0.10411,0.00766,0.00202,-9.9464e-05,-0.0168,0.0137,350
6499,-41.0,143.0,4.5499,34.4018,-0.00593,-0.08336,0.00059,0.00126,-9.5681e-05,-0.008,0.008,294
6501,1.0,143.0,4.5352,34.553,-0.0084,-0.01199,-0.00011,0.00219,2.545e-06,-0.0171,0.003,88
6503,5.0,143.0,4.5702,34.5536,-0.00108,0.0201,0.0004,-0.00205,1.2711e-05,0.0289,0.0004,78
6505,9.0,143.0,4.5777,34.5467,-0.00805,0.024,0.0012,-0.00212,2.2815e-05,0.0035,0.0028,185
6506,11.0,143.0,4.5362,34.5422,0.00293,-0.0353,0.00073,-0.00265,2.7828e-05,-0.0146,-0.0011,133
6507,13.0,143.0,4.4173,34.539,0.00246,-0.06243,-0.00031,-0.0005,3.2807e-05,0.0039,-0.0028,176
6509,17.0,143.0,4.2142,34.5158,0.00304,-0.10599,-0.0006,-0.01013,4.264e-05,-0.0026,0.0015,144
6511,21.0,143.0,3.8513,34.427,0.02722,-0.07158,0.00081,-0.02765,5.2265e-05,-0.0059,0.0024,151
6513,25.0,143.0,3.8021,34.3275,-0.02303,-0.00323,0.00383,-0.01916,6.1635e-05,-0.0089,-0.0012,193
6514,27.0,143.0,3.8347,34.2904,-0.0108,0.04703,0.00429,-0.01471,6.6211e-05,-0.0067,-0.0075,152
6515,29.0,143.0,3.9435,34.2601,-0.01147,0.03288,-0.00235,-0.01112,7.0706e-05,-0.0197,-0.0088,217
6517,33.0,143.0,4.2015,34.2358,0.00292,0.06207,-0.00595,-0.00011,7.9431e-05,-0.0321,0.0064,223
6520,39.0,143.0,2.9866,34.3721,0.06319,-0.0206,0.00215,-0.00886,9.1781e-05,-0.0026,-0.0044,192
6521,41.0,143.0,2.8813,34.3501,-0.04482,-0.05081,0.00411,-0.01713,9.5681e-05,-0.0097,-0.0059,190
6522,-65.0,145.0,0.9125,34.7138,0.10008,0.49811,0.00305,0.02234,-0.000132178,0.0357,-0.023,30
6523,-63.0,145.0,1.6403,34.7401,0.00428,0.16647,0.00068,0.00191,-0.000129946,0.0207,0.0069,100
6524,-61.0,145.0,1.9767,34.7309,0.00631,0.14867,0.001,-0.00969,-0.000127556,0.0334,-0.0029,238
6525,-59.0,145.0,2.1016,34.7185,-0.03954,-0.02563,0.00636,0.0027,-0.000125011,-0.01,-0.001,250
6526,-57.0,145.0,2.0192,34.7293,-0.12162,-0.04461,0.01276,0.00533,-0.000122313,0.0001,0.0118,217
6527,-55.0,145.0,2.0015,34.7334,-0.08169,0.07819,0.00453,-0.01246,-0.000119467,0.0104,0.0158,205
6530,-49.0,145.0,4.9816,34.3549,-0.07994,0.21863,-0.00511,0.00552,-0.000110068,0.0401,-0.0034,257
6531,-47.0,145.0,4.9741,34.3686,-0.12313,0.04461,-0.00146,0.00833,-0.000106662,-0.0018,0.0178,265
6532,-45.0,145.0,4.9316,34.4015,-0.03762,-0.15031,0.01191,0.01713,-0.000103126,-0.0316,0.009,321
6533,-13.0,145.0,4.2129,34.4896,-0.05558,-0.05546,0.00435,0.0041,-3.2807e-05,-0.0109,0.0137,220
6534,-11.0,145.0,4.2746,34.4863,0.05485,0.09397,-0.00289,-0.00616,-2.7828e-05,0.0257,0.0035,176
6535,-3.0,145.0,4.5221,34.5406,-0.00086,0.0146,0.00198,0.00748,-7.633e-06,-0.0145,0.0105,112
6536,-1.0,145.0,4.5412,34.5476,0.01015,-0.00559,0.00251,0.00369,-2.545e-06,-0.0254,-0.0041,165
6537,1.0,145.0,4.52,34.5523,-0.00355,-0.01066,-0.00034,0.00168,2.545e-06,-0.0158,0.0014,80
6538,3.0,145.0,4.5275,34.5555,0.00896,0.00731,-0.00017,0.00085,7.633e-06,-0.0108,-0.0047,97
6542,11.0,145.0,4.5679,34.543,0.0257,-0.04961,-0.001,-0.00175,2.7828e-05,-0.0048,0.0023,189
6544,17.0,145.0,4.2506,34.5135,0.02408,-0.07666,-0.00217,-0.0117,4.264e-05,0.0087,0.0012,162
6545,19.0,145.0,4.0281,34.4808,0.02253,-0.07122,0.00057,-0.01971,4.7482e-05,-0.0006,0.0009,159
6546,21.0,145.0,3.9249,34.4276,0.03155,-0.0027,0.00465,-0.02181,5.2265e-05,-0.0031,0.0014,117
6547,23.0,145.0,3.8767,34.3794,0.02489,-0.06646,-0.00048,-0.02508,5.6985e-05,0.0,-0.0001,248
6550,29.0,145.0,3.9147,34.2537,-0.01722,0.0066,0.00076,-0.00836,7.0706e-05,-0.0233,-0.0043,170
6552,33.0,145.0,4.1092,34.2415,-0.03835,0.06148,0.00111,-0.00111,7.9431e-05,-0.0085,-0.016,246
6553,35.0,145.0,3.6961,34.2976,-0.14327,-0.5237,0.02354,0.05739,8.3652e-05,0.04,-0.0641,200
6554,37.0,145.0,3.0529,34.3777,-0.07502,-0.01768,0.01632,0.00765,8.777e-05,-0.0011,-0.0126,234
6555,39.0,145.0,2.9724,34.383,-0.0791,-0.07567,0.00961,-0.00112,9.1781e-05,-0.0041,0.0005,268
6556,41.0,145.0,2.8277,34.3725,-0.02227,-0.0408,0.00582,-0.00413,9.5681e-05,0.0045,0.0219,199
6557,-65.0,147.0,0.977,34.7162,0.05775,0.46449,0.00115,0.0205,-0.000132178,0.0289,0.0009,29
6559,-61.0,147.0,1.9473,34.7343,-0.07703,0.12245,0.00464,-0.00651,-0.000127556,0.0279,0.0103,183
6560,-59.0,147.0,1.9874,34.7277,-0.18654,-0.06574,0.01039,0.0034,-0.000125011,-0.0097,0.0393,177
6561,-57.0,147.0,1.8507,34.7394,-0.1347,-0.03422,0.00445,0.00478,-0.000122313,-0.0155,0.0515,181
6563,-53.0,147.0,2.7933,34.5152,0.4625,0.42115,-0.10084,-0.09212,-0.000116475,0.1044,-0.1251,184
6565,-49.0,147.0,4.9447,34.3465,-0.06305,0.05453,-0.00597,0.00338,-0.000110068,0.0168,-0.0077,275
6566,-47.0,147.0,4.8663,34.3693,-0.0298,0.07868,-0.00088,0.01566,-0.000106662,0.0023,-0.0035,288
6567,-45.0,147.0,4.9883,34.4144,0.1384,-0.05837,0.00032,0.02466,-0.000103126,-0.0432,-0.0123,267
6569,-13.0,147.0,4.1932,34.4921,-0.01709,0.08009,0.00139,-0.00481,-3.2807e-05,0.026,0.0089,171
6570,-11.0,147.0,4.4639,34.4753,0.02912,0.11464,-0.00152,-0.00683,-2.7828e-05,0.0028,0.0084,197
6571,-1.0,147.0,4.5448,34.5483,-0.00517,-0.01817,-5e-05,0.00219,-2.545e-06,-0.017,0.004,200
6572,1.0,147.0,4.521,34.5512,-0.00209,-0.00502,-0.00036,0.00135,2.545e-06,-0.0096,0.0021,108
6574,5.0,147.0,4.556,34.5535,-0.00267,-0.00367,0.0003,-0.00034,1.2711e-05,0.01,-0.0014,98
6576,9.0,147.0,4.6109,34.5523,-0.00256,0.03463,0.00116,-0.00486,2.2815e-05,0.0035,0.0004,172
6578,13.0,147.0,4.4285,34.5412,-0.02749,-0.08315,-0.00026,-0.00258,3.2807e-05,-0.0042,-0.0075,133
6579,15.0,147.0,4.2931,34.5287,-0.00672,-0.02023,-0.00076,-0.00634,3.7747e-05,-0.0083,-0.0041,161
6580,17.0,147.0,4.2411,34.5112,-0.01621,-0.07382,0.00088,-0.01043,4.264e-05,0.0064,-0.0029,175
6582,21.0,147.0,3.9703,34.4404,0.02586,-0.03463,0.00277,-0.02212,5.2265e-05,-0.0018,0.0054,91
6583,23.0,147.0,3.8594,34.3798,-0.01709,-0.06795,0.00194,-0.02962,5.6985e-05,0.0057,-0.0022,105
