cell_id,lat,lon,obs_u,obs_v,obs_speed
4310,-43.0,-3.0,0.0344,0.0004,0.03440232550279123
4319,-23.0,-3.0,-0.0084,0.0089,0.012238055401083948
4321,-19.0,-3.0,-0.012,-0.0011,0.012050311199301037
4327,-7.0,-3.0,0.0038,0.002,0.0042941821107167774
4330,-1.0,-3.0,0.0033,0.0031,0.004527692569068708
4332,3.0,-3.0,0.0044,-0.0024,0.005011985634456667
4335,69.0,-3.0,-0.0082,0.0047,0.009451454914456293
4340,-69.0,-1.0,-0.0311,0.0062,0.031711985116040904
4350,-47.0,-1.0,0.0247,0.0208,0.032291330105772974
4354,-39.0,-1.0,0.0132,0.0043,0.013882723075823417
4356,-35.0,-1.0,0.0006,0.0041,0.004143669871020133
4360,-27.0,-1.0,-0.0073,0.0026,0.007749193506423749
4361,-25.0,-1.0,-0.0045,-0.003,0.005408326913195984
4366,-15.0,-1.0,-0.0053,0.0025,0.0058600341295934446
4369,-9.0,-1.0,0.0012,-0.0003,0.0012369316876852982
4372,-3.0,-1.0,-0.008,0.0052,0.00954148835350125
4374,1.0,-1.0,0.0111,-0.0027,0.011423659658795863
4382,73.0,-1.0,0.0088,-0.0032,0.0093637599285757
4383,75.0,-1.0,-0.0008,0.0039,0.003981205847478877
4384,77.0,-1.0,-0.005,-0.0079,0.009349331526906082
4386,-65.0,1.0,0.0021,0.0017,0.002701851217221259
4394,-49.0,1.0,0.0652,-0.0022,0.06523710600570813
4398,-41.0,1.0,-0.0178,0.0072,0.019201041638411184
4400,-37.0,1.0,0.0058,-0.0023,0.006239390995922599
4401,-35.0,1.0,0.0037,0.0035,0.0050931326312987375
4404,-29.0,1.0,-0.0275,0.0026,0.02762263564542674
4405,-27.0,1.0,-0.0053,0.0035,0.006351377803280167
4408,-21.0,1.0,-0.0005,0.0016,0.001676305461424021
4409,-19.0,1.0,-0.0008,0.0022,0.002340939982143925
4412,-13.0,1.0,0.0009,0.0005,0.0010295630140987001
4413,-11.0,1.0,0.0004,-0.0004,0.000565685424949238
4416,-5.0,1.0,-0.0058,-0.0007,0.0058420886675914115
4418,-1.0,1.0,0.0073,-0.0004,0.0073109506905736955
4419,1.0,1.0,0.0141,0.0041,0.014684004903295286
4420,3.0,1.0,-0.0004,0.0014,0.0014560219778561037
4421,5.0,1.0,-0.0029,0.002,0.0035227829907617074
4423,65.0,1.0,0.01,0.0066,0.011981652640600127
4424,67.0,1.0,0.0001,0.0305,0.030500163933985667
4426,71.0,1.0,-0.0287,-0.0086,0.029960807732769823
4430,79.0,1.0,-0.0078,-0.0005,0.007816009211867652
4432,-65.0,3.0,0.0052,0.0033,0.006158733636065128
4436,-57.0,3.0,0.0485,-0.0013,0.04851741955215673
4438,-51.0,3.0,0.0561,0.0015,0.056120049893064065
4441,-45.0,3.0,0.0859,-0.016,0.08737739982398195
4442,-43.0,3.0,0.0087,0.0007,0.008728115489611717
4443,-41.0,3.0,-0.0176,0.0043,0.01811767093199344
4446,-35.0,3.0,-0.006,0.0015,0.006184658438426491
4451,-25.0,3.0,-0.0118,0.0061,0.013283448347473633
4460,-7.0,3.0,-0.0049,0.003,0.00574543296888929
4461,-5.0,3.0,-0.0074,-0.0009,0.007454528824815154
4463,-1.0,3.0,0.006,0.0037,0.0070491134194308434
4468,67.0,3.0,0.0021,0.0131,0.013267252918370102
4471,73.0,3.0,0.0028,0.0029,0.004031128874149275
4476,-65.0,5.0,0.0071,-0.0117,0.013685759021698432
4481,-53.0,5.0,0.0473,-0.0182,0.050680666925367115
4490,-35.0,5.0,-0.0177,0.0036,0.018062391868188445
4493,-29.0,5.0,-0.0119,-0.0034,0.012376186811776883
4498,-19.0,5.0,0.0041,0.0027,0.004909175083453431
4508,1.0,5.0,0.008,-0.001,0.00806225774829855
4509,3.0,5.0,0.0065,-0.0027,0.007038465741907109
4512,67.0,5.0,-0.0062,-0.0147,0.01595399636454766
4514,71.0,5.0,-0.017,0.0144,0.022279138223908035
4516,75.0,5.0,-0.0022,0.0191,0.019226284092356483
4519,-67.0,7.0,0.0033,-0.0061,0.0069354163537598814
4523,-53.0,7.0,0.0713,-0.0009,0.07130567999816004
4530,-39.0,7.0,0.0108,0.0006,0.010816653826391968
4533,-33.0,7.0,0.002,0.006,0.006324555320336759
4534,-31.0,7.0,-0.0239,0.0036,0.02416960901628324
4535,-29.0,7.0,-0.0277,0.0114,0.029954131601500317
4537,-25.0,7.0,0.0033,0.0072,0.007920227269466451
4550,1.0,7.0,0.0049,0.001,0.005000999900019995
4552,41.0,7.0,0.0028,0.0041,0.004964876634922564
4553,69.0,7.0,0.0199,0.0252,0.03210996729988992
4554,71.0,7.0,-0.0162,0.0223,0.027563200104487144
4560,-53.0,9.0,0.084,0.0076,0.08434310878785534
4565,-43.0,9.0,0.0257,0.0177,0.03120544824225411
4570,-33.0,9.0,-0.014,0.0155,0.020886598574205422
4571,-31.0,9.0,-0.0092,0.0221,0.023938462774372126
4572,-29.0,9.0,-0.0149,0.0074,0.01663640586184408
4576,-21.0,9.0,-0.0024,-0.0014,0.0027784887978899607
4581,-11.0,9.0,0.0022,-0.0024,0.003255764119219941
4582,-9.0,9.0,-0.0018,-0.0028,0.0033286633954186474
4596,-47.0,11.0,0.0954,0.0077,0.09571023978655575
4604,-31.0,11.0,-0.0068,0.0078,0.010347946656221223
4608,-23.0,11.0,0.0007,0.0004,0.0008062257748298549
4612,-11.0,11.0,0.0004,-0.003,0.003026549190084311
4613,-9.0,11.0,0.0003,-0.0018,0.0018248287590894659
4616,71.0,11.0,-0.002,0.0091,0.009317188417113823
4623,-53.0,13.0,0.0577,0.004,0.057838481999443934
4627,-45.0,13.0,0.0423,0.0055,0.042656066391546225
4628,-43.0,13.0,0.0129,-0.0108,0.016824089871371944
4634,-31.0,13.0,0.0054,0.0024,0.005909314681077663
4635,-29.0,13.0,-0.0039,-0.0014,0.004143669871020132
4640,75.0,13.0,-0.0011,0.0051,0.005217278984298233
4643,-57.0,15.0,0.0148,-0.0365,0.03938641897913543
4646,-51.0,15.0,0.0958,-0.027,0.09953210537309054
4647,-49.0,15.0,0.0574,-0.0029,0.05747321115093535
4650,-43.0,15.0,-0.0073,0.0118,0.013875518008348372
4651,-41.0,15.0,0.018,0.0008,0.018017769007288333
4653,-37.0,15.0,0.0302,0.0044,0.03051884663613617
4654,-35.0,15.0,-0.0195,0.0109,0.022339650847763935
4656,71.0,15.0,0.0017,0.0068,0.007009279563550023
4658,-59.0,17.0,-0.0078,-0.004,0.00876584280032445
4659,-57.0,17.0,0.0021,-0.0221,0.022199549544979515
4660,-55.0,17.0,0.027,-0.0057,0.027595108262154
4661,-53.0,17.0,0.0611,-0.0104,0.06197878669351313
4667,-41.0,17.0,0.0414,-0.0091,0.04238832386400765
4672,37.0,17.0,-0.0091,-0.0016,0.009239588735436226
4674,-59.0,19.0,-0.0107,-0.0188,0.021631689716709604
4676,-55.0,19.0,0.0296,-0.0139,0.03270122321871156
4679,-49.0,19.0,0.0775,-0.008,0.07791180911774544
4684,-39.0,19.0,-0.0303,-0.0574,0.06490647117198715
4685,-37.0,19.0,0.0047,-0.0272,0.02760307953834137
4686,35.0,19.0,0.013,0.0158,0.020460694025374603
4688,-67.0,21.0,-0.0041,-0.0042,0.005869412236331676
4690,-55.0,21.0,0.0359,0.0046,0.036193507705111976
4691,-53.0,21.0,0.0417,0.0092,0.042702810211975514
4693,-49.0,21.0,0.0667,0.0167,0.06875885397532451
4696,-43.0,21.0,-0.0007,-0.0059,0.005941380311005179
4699,-59.0,23.0,-0.013,-0.0136,0.018813824704190265
4701,-53.0,23.0,0.0412,0.0188,0.04528664262230089
4703,-49.0,23.0,0.0754,-0.0108,0.07616954772085757
4705,-45.0,23.0,0.0347,0.0048,0.035030415355801876
4709,-37.0,23.0,-0.1462,-0.1367,0.2001532662736234
4716,-51.0,25.0,0.0797,-0.0061,0.07993309702494955
4718,-47.0,25.0,0.056,0.0035,0.056109268396584894
4725,-59.0,27.0,-0.0201,0.0041,0.02051389772812568
4729,-51.0,27.0,0.0524,-0.0228,0.057145428513574036
4735,-39.0,27.0,0.0139,0.0017,0.01400357097314824
4739,-61.0,29.0,0.0124,-0.015,0.019461757371830528
4740,-59.0,29.0,-0.0077,-0.0273,0.028365119425096737
4741,-57.0,29.0,0.0396,-0.0118,0.041320696993153445
4742,-55.0,29.0,0.0206,-0.0258,0.03301514803843836
4743,-53.0,29.0,0.0206,-0.0285,0.035165466014258934
4748,-43.0,29.0,0.0183,0.0036,0.018650737250843465
4753,33.0,29.0,0.0076,0.0078,0.010890362712049585
4758,-55.0,31.0,0.0191,0.004,0.0195143536915779
4760,-51.0,31.0,0.0775,0.0145,0.07884478422825444
4765,-41.0,31.0,0.0422,-0.0033,0.04232883178165918
4767,-37.0,31.0,0.0577,0.0379,0.06903404956975942
4768,-35.0,31.0,-0.0228,0.0058,0.023526155657055407
4769,-33.0,31.0,-0.0591,-0.0246,0.06401538877488756
4770,-31.0,31.0,-0.1372,-0.1397,0.19580584771655823
4771,33.0,31.0,0.0047,-0.0015,0.004933558553417604
4776,-55.0,33.0,0.0172,-0.0148,0.022690967365892534
4777,-53.0,33.0,0.016,-0.0077,0.017756407294269864
4778,-51.0,33.0,0.0497,0.0093,0.050562634425037625
4779,-49.0,33.0,0.1137,0.0794,0.1386796668585557
4780,-47.0,33.0,0.0191,-0.0026,0.01927615106809448
4781,-45.0,33.0,0.0162,0.0107,0.01941468516355596
4782,-43.0,33.0,0.0187,0.0095,0.02097474672075923
4783,-41.0,33.0,0.0324,0.0054,0.032846917663610385
4784,-39.0,33.0,0.0244,-0.0283,0.037366428783066764
4786,-35.0,33.0,-0.0113,0.0035,0.011829623831720093
4793,-61.0,35.0,0.0069,-0.0297,0.03049098227345259
4797,-53.0,35.0,0.0318,-0.0196,0.03735505320569093
4798,-51.0,35.0,0.0223,-0.0083,0.023794537188186707
4805,-37.0,35.0,0.0137,-0.02,0.02424231837098094
4806,-35.0,35.0,-0.0266,-0.0017,0.026654267950930483
4812,-63.0,37.0,0.0058,0.0006,0.0058309518948452994
4816,-55.0,37.0,0.0287,-0.0294,0.04108588565432173
4817,-53.0,37.0,0.0198,-0.0057,0.02060412580043133
4821,-45.0,37.0,0.0137,0.0236,0.027288275870783776
4822,-43.0,37.0,0.0301,0.0092,0.03147459292826517
4824,-39.0,37.0,0.1122,0.0758,0.13540487435834797
4825,-37.0,37.0,-0.0,0.0229,0.0229
4831,-25.0,37.0,-0.0393,0.0334,0.05157567255984162
4833,-21.0,37.0,-0.0105,0.0138,0.01734041521994211
4837,-59.0,39.0,0.017,-0.0122,0.020924626639440908
4844,-45.0,39.0,0.0239,-0.003,0.024087548650703335
4850,-33.0,39.0,-0.0209,0.0236,0.03152411775133445
4852,-29.0,39.0,-0.0366,0.0002,0.03660054644400818
4858,43.0,39.0,-0.0048,0.0057,0.0074518454090245325
4863,-53.0,41.0,0.0008,0.0115,0.011527792503337315
4864,-51.0,41.0,0.0593,-0.0033,0.059391750268871515
4865,-49.0,41.0,0.06,-0.0053,0.0602336284811068
4874,-31.0,41.0,-0.0203,-0.003,0.020520477577288497
4880,-19.0,41.0,0.0175,0.0055,0.018343936327844142
4893,-43.0,43.0,0.0492,0.0278,0.056510883907438574
4899,-31.0,43.0,-0.0246,0.0055,0.025207340200822458
4902,-25.0,43.0,0.0095,-0.0008,0.00953362470417207
4903,-15.0,43.0,0.0048,0.0033,0.005824946351684279
4907,-7.0,43.0,-0.0047,0.0021,0.0051478150704935
4912,-59.0,45.0,0.0256,-0.0277,0.03771803282251077
4915,-51.0,45.0,0.0685,-0.0037,0.06859985422725037
4916,-49.0,45.0,0.0518,0.0139,0.05363254608910526
4918,-45.0,45.0,-0.0161,0.0055,0.017013524032369075
4920,-41.0,45.0,0.0724,-0.0206,0.07527363416230148
4922,-37.0,45.0,-0.0183,0.0015,0.018361372497719228
4924,-33.0,45.0,-0.0201,0.0094,0.02218941188945755
4931,-7.0,45.0,-0.0177,0.0098,0.02023190549602286
4934,-1.0,45.0,-0.0195,-0.0167,0.025673721974034072
4935,-65.0,47.0,-0.0321,0.0034,0.03227956009613514
4936,-61.0,47.0,-0.0102,-0.0077,0.012780062597655772
4938,-57.0,47.0,-0.0054,-0.0016,0.00563205113613149
4939,-55.0,47.0,0.019,-0.0265,0.03260751447136074
4944,-43.0,47.0,0.0929,0.026,0.09646973618705505
4950,-31.0,47.0,-0.0185,-0.0091,0.020616983290481658
4952,-27.0,47.0,-0.0368,-0.0129,0.03899551256234492
4955,-7.0,47.0,-0.0117,-0.005,0.012723600119463045
4956,-5.0,47.0,0.0003,0.0026,0.00261725046566048
4957,-3.0,47.0,0.0377,0.0119,0.03953353007258521
4964,-53.0,49.0,0.0557,-0.0124,0.05706356105256664
4965,-51.0,49.0,0.0109,-0.0305,0.03238919572944039
4966,-49.0,49.0,0.0141,0.0043,0.014741099009232657
4968,-45.0,49.0,-0.0125,0.0214,0.024783260479605985
4969,-43.0,49.0,0.0698,0.0152,0.07143584534391681
4974,-33.0,49.0,-0.0188,0.008,0.020431348462595415
4982,-7.0,49.0,-0.0077,0.0024,0.008065358020571685
4988,13.0,49.0,-0.0109,0.0043,0.011717508267545623
4989,-65.0,51.0,-0.014,-0.0067,0.015520631430454112
4990,-59.0,51.0,0.0122,-0.0057,0.013465882815471106
4991,-57.0,51.0,0.0029,-0.0159,0.01616230181626367
4992,-55.0,51.0,0.0359,-0.0257,0.044150877680970285
4993,-53.0,51.0,0.0433,-0.0049,0.04357636974324502
4995,-49.0,51.0,0.0147,0.0059,0.015839823231336893
4996,-45.0,51.0,-0.0111,0.0074,0.013340539719216761
4997,-43.0,51.0,0.0681,-0.0192,0.07075485849042452
5001,-35.0,51.0,-0.0371,0.0046,0.037384087523972015
5002,-33.0,51.0,-0.0136,-0.0002,0.013601470508735444
5004,-29.0,51.0,-0.0109,0.0059,0.012394353553130554
5006,-25.0,51.0,0.0013,-0.011,0.011076551810017411
5007,-23.0,51.0,-0.0198,-0.0019,0.01989095271725314
5008,-21.0,51.0,-0.0165,-0.0013,0.016551132891738863
5009,-19.0,51.0,-0.0248,-0.0022,0.02489738942138312
5013,-7.0,51.0,-0.0088,0.0023,0.009095603333479314
5022,-61.0,53.0,-0.0219,0.0059,0.022680828909014766
5023,-59.0,53.0,0.0342,-0.0072,0.03494967811010568
5024,-57.0,53.0,0.0059,0.0065,0.008778382538941898
5026,-53.0,53.0,0.0479,-0.0048,0.04813990029071518
5027,-51.0,53.0,0.0112,-0.0002,0.011201785571952358
5035,-35.0,53.0,-0.0262,0.0038,0.026474138324032382
5038,-29.0,53.0,-0.0222,0.0044,0.02263183598385248
5040,-25.0,53.0,-0.0045,0.0101,0.01105712440013225
5042,-21.0,53.0,-0.0238,0.0076,0.024983994876720577
5043,-19.0,53.0,-0.0109,-0.0013,0.010977249200050075
5044,-17.0,53.0,-0.0043,-0.0004,0.004318564576337836
5047,-11.0,53.0,0.0028,0.0066,0.007169379331573968
5048,-9.0,53.0,-0.0095,0.0118,0.01514892735476674
5050,-3.0,53.0,0.0147,0.0034,0.015088074761214567
5066,-45.0,55.0,0.0621,-0.0469,0.0778204343344343
5067,-43.0,55.0,0.0876,-0.0572,0.10462122155662301
5071,-35.0,55.0,-0.0116,0.0093,0.014867750334196494
5072,-33.0,55.0,-0.015,0.0014,0.015065191668213185
5077,-23.0,55.0,-0.0254,0.0054,0.02596767220988435
5079,-17.0,55.0,-0.0092,-0.008,0.012191800523302538
5080,-15.0,55.0,0.0004,-0.0069,0.006911584478250989
5086,-1.0,55.0,-0.0089,0.0005,0.00891403387922662
5092,11.0,55.0,0.003,0.0035,0.004609772228646444
5093,13.0,55.0,0.0045,0.0069,0.008237718130647588
5104,-43.0,57.0,0.1234,-0.081,0.1476094847901042
5105,-41.0,57.0,0.0774,-0.0375,0.08600587189256324
5106,-39.0,57.0,-0.0305,0.0203,0.03663795845840759
5111,-29.0,57.0,-0.0216,-0.0027,0.021768095920406086
5117,-17.0,57.0,0.001,-0.0045,0.004609772228646444
5118,-15.0,57.0,-0.0012,0.0017,0.002080865204668481
5120,-11.0,57.0,0.0037,-0.0001,0.0037013511046643495
5122,-3.0,57.0,0.0153,-0.001,0.015332644912082194
5124,1.0,57.0,-0.0059,-0.0027,0.006488451279003334
5125,3.0,57.0,-0.0028,-0.008,0.008475848040166836
5127,7.0,57.0,0.0082,-0.0064,0.010401922899156675
5130,13.0,57.0,-0.0131,0.0,0.0131
5135,-61.0,59.0,-0.0017,-0.0011,0.0020248456731316584
5136,-59.0,59.0,0.0313,-0.0164,0.035336242018641426
5140,-51.0,59.0,0.0145,-0.0066,0.015931415505221123
5142,-47.0,59.0,0.0592,-0.0036,0.05930935845210265
5143,-45.0,59.0,0.0858,-0.0265,0.08979916480680653
5146,-39.0,59.0,-0.0154,-0.0095,0.01809447429465692
5148,-35.0,59.0,-0.016,-0.0002,0.01600124995117569
5149,-33.0,59.0,-0.0145,0.0067,0.015973102391207538
5151,-29.0,59.0,-0.0173,-0.001,0.01732887763243771
5154,-23.0,59.0,-0.0229,-0.0008,0.022913969538253295
5156,-15.0,59.0,-0.0064,-0.006,0.008772684879784524
5157,-13.0,59.0,-0.0118,-0.0049,0.012776932339180638
5158,-11.0,59.0,-0.0044,0.004,0.005946427498927403
5159,-9.0,59.0,-0.0075,0.0082,0.011112605455067683
5160,-7.0,59.0,-0.0065,0.0071,0.009626006440887104
5163,-1.0,59.0,-0.001,-0.0017,0.001972308292331602
5165,3.0,59.0,0.0079,0.0022,0.008200609733428363
5167,7.0,59.0,0.0035,0.0026,0.004360045871318328
5171,15.0,59.0,-0.0019,-0.0041,0.004518849411078002
5173,19.0,59.0,-0.0013,0.0002,0.0013152946437965905
5175,-61.0,61.0,-0.053,-0.012,0.0543415126767741
5177,-57.0,61.0,0.0184,0.002,0.018508376482014838
5180,-51.0,61.0,0.0218,0.004,0.022163934668736056
5181,-49.0,61.0,0.0192,0.003,0.019432961688841975
5186,-39.0,61.0,-0.0242,0.006,0.024932709439609648
5187,-37.0,61.0,-0.0112,0.0073,0.013368993978605869
5189,-33.0,61.0,-0.019,0.0022,0.019126944345608368
5192,-27.0,61.0,-0.0141,-0.0043,0.014741099009232657
5195,-21.0,61.0,-0.021,-0.0011,0.021028789789238944
5199,-5.0,61.0,-0.0023,0.0,0.0023
5201,-1.0,61.0,-0.0067,0.0056,0.00873212459828649
5202,1.0,61.0,-0.0031,-0.0083,0.008860022573334675
5203,3.0,61.0,0.0012,0.0022,0.0025059928172283335
5206,9.0,61.0,-0.0135,-0.0084,0.015899999999999997
5208,13.0,61.0,0.0003,-0.0064,0.006407027391856539
5210,17.0,61.0,0.0005,0.0052,0.00522398315464359
5211,19.0,61.0,0.001,-0.0019,0.0021470910553583887
5217,-57.0,63.0,0.025,-0.0354,0.04333774336533918
5218,-55.0,63.0,0.0136,-0.0069,0.01525024589965683
5223,-45.0,63.0,0.1526,0.0529,0.16150903999467028
5233,-25.0,63.0,-0.0114,-0.0001,0.01140043858805441
5237,-17.0,63.0,0.0042,-0.0049,0.006453681120105021
5245,-1.0,63.0,-0.0075,-0.0004,0.00751065909225016
5250,9.0,63.0,-0.008,-0.0044,0.009130169768410662
5252,13.0,63.0,0.0038,0.0004,0.00382099463490856
5253,15.0,63.0,-0.0013,-0.0011,0.0017029386365926401
5257,23.0,63.0,-0.0009,-0.0018,0.0020124611797498106
5264,-49.0,65.0,-0.0078,0.0153,0.01717352613763405
5267,-43.0,65.0,0.0852,0.1122,0.14088250423668652
5271,-35.0,65.0,-0.0057,-0.0017,0.005948108943185221
5276,-25.0,65.0,-0.0104,0.0042,0.011216059914247963
5284,-9.0,65.0,-0.0066,0.0042,0.007823042886243178
5285,-7.0,65.0,0.0005,0.0094,0.009413288479590966
5288,-1.0,65.0,-0.0075,-0.0013,0.007611832893594026
5298,19.0,65.0,0.0026,-0.0053,0.005903388857258177
5301,-65.0,67.0,0.0035,0.004,0.005315072906367325
5302,-59.0,67.0,0.0459,0.0102,0.047019676732193726
5308,-43.0,67.0,0.0929,-0.0092,0.09335443213902594
5311,-37.0,67.0,-0.0263,0.0031,0.026482069405543065
5313,-33.0,67.0,-0.0131,0.0114,0.017365770930194837
5321,-17.0,67.0,-0.0056,-0.0043,0.007060453243241541
5324,-11.0,67.0,-0.0172,0.0037,0.0175934646957329
5329,-1.0,67.0,-0.0098,0.0026,0.01013903348450926
5337,15.0,67.0,0.0021,-0.0041,0.004606517122512409
5339,19.0,67.0,0.0009,0.0024,0.0025632011235952592
5343,-57.0,69.0,0.0654,-0.0011,0.06540925011036283
5346,-51.0,69.0,-0.0027,0.0073,0.007783315488916019
5348,-43.0,69.0,0.077,-0.0587,0.09682298280883521
5349,-41.0,69.0,0.0217,-0.0102,0.02397769797123986
5352,-35.0,69.0,-0.0101,-0.0031,0.010565036677645752
5355,-29.0,69.0,-0.01,0.0029,0.010412012293500235
5361,-17.0,69.0,-0.004,-0.0089,0.009757561170702441
5362,-15.0,69.0,0.0026,-0.0037,0.004522167621838005
5364,-11.0,69.0,-0.0181,-0.0023,0.018245547402037574
5366,-7.0,69.0,0.0013,0.0025,0.0028178005607210743
5378,17.0,69.0,0.0016,0.0018,0.002408318915758459
5379,19.0,69.0,0.0018,-0.0002,0.0018110770276274833
5383,-55.0,71.0,0.0156,0.0026,0.015815182578775372
5385,-45.0,71.0,0.1736,-0.0053,0.17368088553436156
5387,-41.0,71.0,0.0151,0.0088,0.01747712791050063
5388,-39.0,71.0,-0.0031,0.0145,0.014827676824101611
5393,-29.0,71.0,-0.0075,0.0057,0.009420191080864549
5397,-21.0,71.0,-0.0104,0.0009,0.010438869670610895
5398,-19.0,71.0,0.003,-0.0047,0.00557584074378026
5403,-9.0,71.0,-0.0073,-0.001,0.007368174807915458
5405,-3.0,71.0,0.0052,0.0025,0.005769748694700662
5409,5.0,71.0,0.0085,0.005,0.00986154146165801
5414,15.0,71.0,0.0029,-0.0011,0.0031016124838541643
5416,-61.0,73.0,0.0194,-0.0115,0.022552383466055204
5417,-59.0,73.0,0.0037,-0.0015,0.003992492955535426
5418,-57.0,73.0,0.022,0.0318,0.03866833329741534
5423,-43.0,73.0,0.0368,0.0011,0.0368164365467382
5427,-35.0,73.0,-0.0032,0.0048,0.005768882040742383
5428,-33.0,73.0,-0.0185,-0.0,0.0185
5431,-27.0,73.0,-0.0085,0.0045,0.009617692030835673
5435,-19.0,73.0,0.0009,0.0056,0.005671860364994893
5438,-13.0,73.0,-0.0094,0.0045,0.010421612159354233
5448,-55.0,75.0,0.1213,-0.0195,0.1228573970097039
5454,-39.0,75.0,0.0026,0.0108,0.011108555261599054
5455,-37.0,75.0,-0.0103,0.0034,0.010846658471621572
5457,-33.0,75.0,-0.0147,0.0006,0.014712239802287074
5461,-25.0,75.0,-0.0055,0.0013,0.0056515484603779165
5467,-13.0,75.0,-0.0034,0.0005,0.0034365680554879164
5468,-11.0,75.0,-0.0235,0.0043,0.02389016534057477
5469,-9.0,75.0,-0.0003,-0.0081,0.008105553651663776
5471,-5.0,75.0,0.0071,-0.0016,0.007278049189171506
5472,-3.0,75.0,-0.0027,0.002,0.0033600595232822885
5477,7.0,75.0,-0.012,-0.0018,0.01213424904969401
5478,9.0,75.0,0.0,0.0063,0.0063
5489,-37.0,77.0,-0.0065,-0.0006,0.006527633568147035
5496,-23.0,77.0,-0.0095,0.003,0.009962429422585638
5499,-17.0,77.0,0.0003,-0.0002,0.00036055512754639893
5503,-9.0,77.0,0.004,0.0004,0.004019950248448356
5506,-3.0,77.0,0.004,-0.0012,0.00417612260356422
5508,1.0,77.0,-0.0044,0.0007,0.004455333881989093
5509,3.0,77.0,-0.0093,0.003,0.009771898484941397
5510,5.0,77.0,-0.0236,0.0112,0.026122786987609115
5512,-61.0,79.0,-0.0018,0.0076,0.0078102496759066544
5513,-59.0,79.0,-0.0109,0.0124,0.016509694121939388
5515,-55.0,79.0,0.0095,0.0932,0.0936829226700363
5517,-51.0,79.0,0.0368,-0.0195,0.04164720879002577
5521,-43.0,79.0,0.0526,0.0058,0.05291880573104424
5522,-41.0,79.0,0.014,0.0013,0.014060227594174997
5526,-33.0,79.0,-0.0174,0.0067,0.018645374761586318
5535,-15.0,79.0,0.0,-0.0005,0.0005
5544,3.0,79.0,-0.0071,0.001,0.007170076708097341
5548,-63.0,81.0,0.0142,-0.0124,0.01885205559083677
5554,-51.0,81.0,0.0628,-0.001,0.06280796127880604
5561,-37.0,81.0,-0.0071,0.011,0.013092364186807514
5563,-33.0,81.0,-0.0136,0.0021,0.013761177275218861
5566,-27.0,81.0,0.0007,0.0015,0.001655294535724685
5574,-11.0,81.0,-0.0076,0.0009,0.007653103945458993
5575,-9.0,81.0,-0.0071,0.0048,0.008570297544426331
5576,-7.0,81.0,-0.0071,0.0026,0.007561084578286372
5580,1.0,81.0,0.0046,0.0015,0.004838388161361178
5582,5.0,81.0,-0.0285,-0.0106,0.03040740041503055
5583,11.0,81.0,0.0012,0.008,0.008089499366462673
5585,-63.0,83.0,0.0043,0.0039,0.005805170109479997
5586,-61.0,83.0,0.0031,0.0017,0.0035355339059327377
5588,-57.0,83.0,0.0244,-0.0208,0.03206243908376279
5591,-51.0,83.0,0.0528,-0.0442,0.06885840544189213
5593,-47.0,83.0,0.0821,-0.0545,0.09854268110823858
5598,-37.0,83.0,-0.0074,0.0066,0.009915644204992432
5600,-33.0,83.0,-0.0069,0.003,0.007523961722390672
5605,-23.0,83.0,-0.0116,0.0054,0.01279531164137865
5612,-9.0,83.0,-0.0055,0.0031,0.006313477647065838
5615,-3.0,83.0,0.0045,0.0006,0.004539823785126467
5616,-1.0,83.0,0.0066,-0.0024,0.0070228199464317746
5619,5.0,83.0,-0.0228,0.0156,0.027626074639731213
5621,9.0,83.0,-0.0169,0.0049,0.0175960222777763
5622,11.0,83.0,-0.0031,-0.0008,0.0032015621187164245
5629,-57.0,85.0,0.0175,-0.0176,0.024819548746905132
5631,-53.0,85.0,0.0356,-0.0412,0.054449977043154026
5637,-41.0,85.0,0.0014,0.0049,0.005096076922496363
5638,-39.0,85.0,-0.0018,-0.0016,0.002408318915758459
5639,-37.0,85.0,-0.0068,-0.0033,0.007558438992278762
5640,-35.0,85.0,-0.0054,0.0024,0.005909314681077663
5641,-33.0,85.0,-0.0109,0.0021,0.01110045044131093
5649,-17.0,85.0,0.0005,-0.0,0.0005
5650,-15.0,85.0,-0.0191,0.002,0.019204426573058618
5651,-13.0,85.0,0.0001,0.0018,0.0018027756377319946
5654,-7.0,85.0,0.0025,-0.0061,0.006592419889539804
5662,9.0,85.0,-0.0093,-0.0035,0.00993680028983173
5665,15.0,85.0,-0.0089,-0.0086,0.012376186811776881
5670,-59.0,87.0,0.0294,-0.0491,0.05722910098891996
5671,-57.0,87.0,0.0088,-0.0055,0.010377379245262264
5675,-49.0,87.0,0.0454,-0.0238,0.05126012095186667
5682,-35.0,87.0,-0.0049,0.009,0.010247438704378766
5683,-33.0,87.0,-0.0035,0.0051,0.006185466837676846
5691,-17.0,87.0,-0.0022,-0.0004,0.00223606797749979
5693,-13.0,87.0,-0.0012,0.0043,0.004464302857109943
5694,-11.0,87.0,-0.0106,-0.004,0.011329607230614836
5699,-1.0,87.0,0.0074,-0.0057,0.009340770846134702
5700,1.0,87.0,0.0158,0.0015,0.015871042813879622
5704,9.0,87.0,-0.0076,-0.0061,0.009745255255764213
5707,15.0,87.0,-0.005,-0.0027,0.0056824290580701495
5709,19.0,87.0,0.0109,-0.0108,0.015344380078712857
5710,-65.0,89.0,-0.0176,-0.0041,0.018071247881648905
5714,-57.0,89.0,0.0108,-0.0332,0.034912461958446876
5716,-53.0,89.0,0.0413,0.0021,0.041353355365677406
