cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis
2728,13.0,-79.0,5.172,34.9191,-0.01318,0.00309,-0.00231,-0.00231,3.2807e-05
2731,-67.0,-77.0,1.4506,34.7268,-0.15955,0.18314,-0.00018,0.00064,-0.000134248
2733,-63.0,-77.0,2.2364,34.6386,-0.04879,0.15985,0.01189,-0.05047,-0.000129946
2737,-55.0,-77.0,3.4641,34.328,-0.01602,-0.02135,0.00125,0.01097,-0.000119467
2740,-49.0,-77.0,3.516,34.3462,0.0262,0.01816,0.00211,9e-05,-0.000110068
2744,-41.0,-77.0,3.5988,34.3711,0.00869,0.00979,0.00788,0.00242,-9.5681e-05
2745,-39.0,-77.0,3.6377,34.3811,0.01684,0.02549,0.00955,0.00616,-9.1781e-05
2747,-35.0,-77.0,3.7556,34.4224,-0.00281,0.0183,0.0066,0.01111,-8.3652e-05
2748,-33.0,-77.0,3.7867,34.4395,-0.00408,0.01975,0.00682,0.00445,-7.9431e-05
2751,-27.0,-77.0,4.0889,34.4854,0.01942,0.02649,-0.00044,0.00617,-6.6211e-05
2755,-19.0,-77.0,4.3429,34.5197,-0.01773,0.0245,0.00136,0.0042,-4.7482e-05
2756,-17.0,-77.0,4.3997,34.5274,-0.00433,0.01857,0.00114,0.00247,-4.264e-05
2757,-15.0,-77.0,4.4434,34.534,0.01778,0.02072,0.00193,0.00301,-3.7747e-05
2760,-67.0,-75.0,1.3455,34.7284,-0.08409,0.22197,0.00203,0.00074,-0.000134248
2763,-61.0,-75.0,2.4491,34.5517,-0.05509,0.11099,0.02142,-0.05059,-0.000127556
2766,-55.0,-75.0,3.4608,34.3272,0.00319,0.01934,0.00306,0.00342,-0.000119467
2768,-37.0,-75.0,3.7375,34.4185,0.02471,0.02959,0.00869,0.00862,-8.777e-05
2769,-35.0,-75.0,3.7856,34.4378,0.03398,0.01445,0.01026,0.00873,-8.3652e-05
2771,-31.0,-75.0,3.8748,34.4663,0.02439,0.0714,0.00532,0.00629,-7.5114e-05
2772,-29.0,-75.0,4.0074,34.4784,0.01039,0.05948,0.00279,0.0048,-7.0706e-05
2774,-25.0,-75.0,4.2042,34.495,-0.00607,0.06454,0.00075,0.00174,-6.1635e-05
2775,-23.0,-75.0,4.2789,34.4999,0.01216,0.01844,0.00142,0.00261,-5.6985e-05
2778,-17.0,-75.0,4.4,34.5244,0.00631,0.03128,-0.00388,0.00258,-4.264e-05
2780,15.0,-75.0,5.3318,34.9149,0.00056,0.00764,0.00497,-0.00119,3.7747e-05
2786,31.0,-75.0,7.1646,35.1023,0.17683,0.06573,0.00615,0.00442,7.5114e-05
2789,-63.0,-73.0,2.0641,34.6811,-0.07192,0.17806,0.01848,-0.03886,-0.000129946
2793,-33.0,-73.0,3.878,34.4626,0.05217,0.00072,0.00039,0.00339,-7.9431e-05
2796,-27.0,-73.0,4.1203,34.4893,0.01398,0.02306,-0.00238,0.00554,-6.6211e-05
2801,17.0,-73.0,5.377,34.9109,0.01569,0.0009,-0.00455,-0.0026,4.264e-05
2802,23.0,-73.0,6.4038,35.0592,0.33168,0.17846,0.00583,0.00819,5.6985e-05
2803,25.0,-73.0,6.6574,35.0733,0.11708,0.14251,-0.00075,0.0063,6.1635e-05
2806,31.0,-73.0,7.2533,35.1147,-0.0667,0.18847,0.00458,0.00644,7.5114e-05
2809,37.0,-73.0,4.4016,34.9874,0.67375,-0.78025,0.03084,-0.03508,8.777e-05
2810,-65.0,-71.0,1.5268,34.7299,-0.25922,0.17639,-0.00125,-0.00454,-0.000132178
2816,-21.0,-71.0,4.3233,34.5067,-0.02709,-0.01827,-0.0002,0.00588,-5.2265e-05
2819,23.0,-71.0,6.7009,35.049,0.07083,0.09821,-0.00945,0.00885,5.6985e-05
2822,29.0,-71.0,6.9623,35.0942,-0.04379,-0.0085,-0.00437,0.00731,7.0706e-05
2831,13.0,-69.0,5.1463,34.9235,0.01616,0.07268,-0.0046,-0.00816,3.2807e-05
2833,17.0,-69.0,5.4733,34.9178,0.0206,0.10585,0.00832,0.01116,4.264e-05
2834,21.0,-69.0,6.5267,35.0058,0.09063,0.15043,-0.01595,0.00184,5.2265e-05
2837,27.0,-69.0,6.9252,35.0831,0.01833,0.0377,0.00257,0.00509,6.6211e-05
2839,31.0,-69.0,7.0876,35.1108,-0.07685,0.2079,-0.00115,0.00846,7.5114e-05
2844,73.0,-69.0,0.999,34.5027,-0.0375,0.115,-0.00051,0.00229,0.000139469
2847,-59.0,-67.0,2.3639,34.5738,-0.18163,0.22691,0.05954,-0.08609,-0.000125011
2850,17.0,-67.0,5.4628,34.9259,-0.048,0.13095,0.001,0.01173,4.264e-05
2853,25.0,-67.0,6.7601,35.0502,0.02819,0.09634,0.00053,0.01863,6.1635e-05
2863,-61.0,-65.0,1.9341,34.7072,-0.15815,0.11183,0.01886,-0.0097,-0.000127556
2866,13.0,-65.0,5.0553,34.9213,-0.06103,0.02445,0.00091,-0.00196,3.2807e-05
2869,21.0,-65.0,6.3576,34.9753,-0.05095,0.06827,-0.00134,0.00461,5.2265e-05
2872,27.0,-65.0,6.7522,35.0817,-0.04589,-0.01609,7e-05,0.01179,6.6211e-05
2876,35.0,-65.0,7.5004,35.1188,-0.02753,0.09762,0.00371,0.00081,8.3652e-05
2877,37.0,-65.0,6.915,35.089,0.13067,-0.80624,0.00452,-0.03279,8.777e-05
2881,-61.0,-63.0,1.7738,34.7223,-0.14938,0.13109,0.0104,-0.0007,-0.000127556
2884,15.0,-63.0,5.1433,34.9025,0.01888,0.08466,0.00368,-0.00365,3.7747e-05
2889,27.0,-63.0,6.789,35.0838,0.04204,-0.00941,0.00108,0.0159,6.6211e-05
2891,31.0,-63.0,6.9104,35.1124,0.03114,-0.08947,0.00287,-0.00297,7.5114e-05
2900,-59.0,-61.0,1.8586,34.7038,-0.1848,0.19175,0.01318,-0.03667,-0.000125011
2905,23.0,-61.0,6.5117,34.9938,-0.0295,0.12876,-0.00656,0.02329,5.6985e-05
2910,33.0,-61.0,6.8119,35.1019,-0.0057,-0.05064,0.00165,-0.01018,7.9431e-05
2911,35.0,-61.0,6.6214,35.082,-0.12553,-0.085,-0.00284,-0.00683,8.3652e-05
2913,39.0,-61.0,6.1029,35.0527,0.19153,-1.13557,0.00571,-0.04067,9.1781e-05
2914,41.0,-61.0,4.4064,34.9813,0.0437,-0.19066,0.00279,-0.01496,9.5681e-05
2915,69.0,-61.0,0.7617,34.4973,0.00118,0.01138,-0.00055,0.00114,0.000136155
2918,-57.0,-59.0,2.385,34.5665,-0.06107,0.36473,0.01369,-0.11012,-0.000122313
2923,17.0,-59.0,5.609,34.8327,-0.06899,0.05211,-0.01157,0.00157,4.264e-05
2925,21.0,-59.0,6.0896,34.9172,-0.02976,0.15203,-0.00282,0.02548,5.2265e-05
2928,27.0,-59.0,6.9037,35.0882,0.03173,0.05252,0.00083,0.01664,6.6211e-05
2932,35.0,-59.0,6.9761,35.103,0.2518,0.10639,0.01451,-0.00031,8.3652e-05
2940,-57.0,-57.0,2.2556,34.6034,-0.15727,0.3999,0.04721,-0.10872,-0.000122313
2943,-43.0,-57.0,2.5551,34.5285,0.04762,-0.00873,0.00446,-0.0154,-9.9464e-05
2947,15.0,-57.0,5.4457,34.7996,-0.01409,0.05043,0.00706,0.02262,3.7747e-05
2948,17.0,-57.0,5.5528,34.8257,-0.00428,0.04725,-0.00184,0.00666,4.264e-05
2951,23.0,-57.0,6.449,34.9862,0.01305,0.15616,0.00175,0.03294,5.6985e-05
2953,27.0,-57.0,6.9561,35.0954,-0.01605,0.0334,0.00379,0.02028,6.6211e-05
2954,29.0,-57.0,6.9381,35.1269,-0.02635,-0.00933,0.00592,0.01187,7.0706e-05
2959,39.0,-57.0,6.8184,35.0834,0.20791,-0.92933,0.00607,-0.0313,9.1781e-05
2960,41.0,-57.0,4.6467,34.9962,0.01743,-0.45667,-0.00345,-0.02447,9.5681e-05
2964,61.0,-57.0,3.6032,34.8894,-0.04709,0.03463,-0.00525,0.0061,0.000127556
2965,63.0,-57.0,3.741,34.9,0.04353,0.10186,0.00336,0.00554,0.000129946
2966,-59.0,-55.0,1.5755,34.7114,-0.0091,0.25119,-0.00842,-0.00261,-0.000125011
2968,-55.0,-55.0,2.7976,34.4242,-0.47179,0.30741,0.14173,-0.10149,-0.000119467
2973,-45.0,-55.0,2.7479,34.4429,0.13932,0.05208,-0.07656,-0.01431,-0.000103126
2974,-43.0,-55.0,2.8443,34.4317,0.26263,0.02304,-0.10377,0.00969,-9.9464e-05
2975,-41.0,-55.0,2.7219,34.4594,0.29275,-0.07817,-0.07911,-0.00016,-9.5681e-05
2981,19.0,-55.0,5.7073,34.8571,-0.01306,0.11684,-0.00209,0.0228,4.7482e-05
2984,25.0,-55.0,6.7056,35.0482,-0.01191,0.09911,0.00494,0.02013,6.1635e-05
2987,31.0,-55.0,7.0393,35.1543,0.05246,-0.04206,0.01013,-0.00625,7.5114e-05
2990,37.0,-55.0,7.436,35.1176,0.03621,0.29912,0.00863,0.00346,8.777e-05
2992,41.0,-55.0,4.5511,34.9885,-0.06175,-0.42157,-0.00215,-0.02655,9.5681e-05
2994,57.0,-55.0,3.409,34.8604,-0.07847,-0.02832,-0.01279,-0.00601,0.000122313
3005,-45.0,-53.0,2.9128,34.3562,0.05826,0.05245,-0.02971,-0.00778,-0.000103126
3007,-41.0,-53.0,3.1774,34.3288,0.17279,0.05449,-0.0489,0.00595,-9.5681e-05
3008,-39.0,-53.0,3.5176,34.2862,0.25911,0.10895,-0.04259,-0.02141,-9.1781e-05
3010,9.0,-53.0,5.0262,34.7234,-0.02393,0.04092,-0.0153,-0.00414,2.2815e-05
3015,19.0,-53.0,5.6973,34.8554,0.00284,0.10045,0.0028,0.01976,4.7482e-05
3026,41.0,-53.0,4.6031,34.9918,0.08408,-0.31934,0.00202,-0.02253,9.5681e-05
3027,43.0,-53.0,4.2136,34.9475,-0.11784,-0.21586,-0.01681,-0.02642,9.9464e-05
3032,-59.0,-51.0,0.999,34.6915,-0.31889,0.51473,-0.00743,0.01388,-0.000125011
3033,-57.0,-51.0,1.9841,34.6728,-0.09334,0.31626,0.01496,-0.03279,-0.000122313
3034,-55.0,-51.0,2.4203,34.5572,-0.07287,0.15937,0.02421,-0.07068,-0.000119467
3036,-51.0,-51.0,2.4321,34.5314,-0.04945,-0.04293,0.02837,0.02631,-0.000113341
3037,-49.0,-51.0,2.6025,34.4853,0.0337,0.17594,-0.00854,-0.0689,-0.000110068
3043,-37.0,-51.0,3.6807,34.2638,-0.09134,0.1358,0.01109,-0.00019,-8.777e-05
3044,-35.0,-51.0,3.9065,34.2678,0.11854,0.02433,-0.00807,0.01177,-8.3652e-05
3048,13.0,-51.0,5.4083,34.7903,0.02364,0.05927,0.00601,0.00889,3.2807e-05
3050,17.0,-51.0,5.617,34.8397,0.02682,0.02429,0.00408,0.00809,4.264e-05
3060,37.0,-51.0,7.5503,35.1304,-0.15744,0.21335,-0.00778,-0.00481,8.777e-05
3070,-55.0,-49.0,2.271,34.6084,-0.13789,0.11842,0.04623,-0.0479,-0.000119467
3073,-49.0,-49.0,2.6488,34.4766,0.02178,0.20748,-0.00378,-0.08368,-0.000110068
3076,-43.0,-49.0,2.9389,34.3532,-0.03541,0.03547,0.01125,-0.01414,-9.9464e-05
3081,-33.0,-49.0,4.034,34.2879,0.007,-0.05951,-0.0201,0.02189,-7.9431e-05
3083,7.0,-49.0,4.9041,34.7059,-0.0011,0.05353,0.00849,0.0094,1.7774e-05
3085,11.0,-49.0,5.2193,34.7531,0.01319,0.105,0.00443,0.02263,2.7828e-05
3086,13.0,-49.0,5.4339,34.803,0.02279,0.06978,0.00862,0.01061,3.2807e-05
3095,31.0,-49.0,7.097,35.1705,0.03969,-0.03094,0.00898,0.00327,7.5114e-05
3099,39.0,-49.0,6.3361,35.0652,-0.26191,-0.89765,-0.01687,-0.04109,9.1781e-05
3100,41.0,-49.0,4.493,34.9738,-0.02008,-0.4612,-0.00101,-0.02839,9.5681e-05
3102,51.0,-49.0,3.4805,34.8751,0.02063,-0.00795,0.00359,-0.00461,0.000113341
3109,-55.0,-47.0,2.1289,34.6527,-0.08575,0.09465,0.02428,-0.03128,-0.000119467
3110,-53.0,-47.0,2.1973,34.6302,-0.13011,0.00461,0.03917,0.00089,-0.000116475
3112,-49.0,-47.0,2.6631,34.477,0.00305,0.22109,0.00318,-0.09215,-0.000110068
3115,-43.0,-47.0,2.869,34.3779,-0.05565,0.05671,0.017,-0.01973,-9.9464e-05
3116,-41.0,-47.0,2.9759,34.347,-0.04448,0.0951,0.01559,-0.01956,-9.5681e-05
3119,-35.0,-47.0,3.7371,34.2529,0.03403,0.12373,-0.00467,0.00021,-8.3652e-05
3122,3.0,-47.0,4.7086,34.6789,0.0009,0.05333,-0.00735,0.00709,7.633e-06
3125,9.0,-47.0,5.0829,34.7314,0.01811,0.06091,0.00341,0.01271,2.2815e-05
3128,15.0,-47.0,5.5795,34.8318,0.0426,0.02529,0.00782,0.0083,3.7747e-05
3129,17.0,-47.0,5.6511,34.8545,0.02266,0.05449,0.00611,0.00988,4.264e-05
3130,19.0,-47.0,5.7714,34.8815,0.02729,0.0699,0.00394,0.0165,4.7482e-05
3134,27.0,-47.0,7.061,35.1201,0.05309,0.12236,0.00822,0.02748,6.6211e-05
3139,37.0,-47.0,6.805,35.1024,-0.23001,0.09245,-0.00185,-0.01151,8.777e-05
3140,39.0,-47.0,5.9693,35.0508,-0.13343,-0.79977,0.00524,-0.03648,9.1781e-05
3142,43.0,-47.0,4.4339,34.9679,0.51679,-0.32921,0.03245,-0.02595,9.9464e-05
3143,45.0,-47.0,3.7584,34.9075,0.07331,-0.25887,0.00902,-0.02841,0.000103126
3154,-53.0,-45.0,2.0593,34.6625,-0.08751,0.01143,0.01269,-0.0018,-0.000116475
3155,-51.0,-45.0,2.2023,34.6345,-0.01416,0.09356,0.00798,-0.01941,-0.000113341
3161,-39.0,-45.0,3.4,34.2734,-0.03508,0.25447,0.00406,-0.03922,-9.1781e-05
3162,-37.0,-45.0,3.6231,34.2466,0.01149,0.01722,-0.00368,0.00214,-8.777e-05
3163,-35.0,-45.0,3.7723,34.2472,-0.00561,0.12047,-0.00226,0.00262,-8.3652e-05
3164,-33.0,-45.0,3.9172,34.2677,-0.03593,0.00028,0.00196,0.01315,-7.9431e-05
3173,11.0,-45.0,5.3097,34.7761,0.03096,0.10551,0.00719,0.01772,2.7828e-05
3175,15.0,-45.0,5.6533,34.8425,0.02408,0.0187,0.00062,0.01362,3.7747e-05
3179,23.0,-45.0,6.4582,35.0157,0.04406,0.17412,0.00595,0.02437,5.6985e-05
3180,25.0,-45.0,6.8208,35.0775,0.05666,0.16958,0.00996,0.03474,6.1635e-05
3181,27.0,-45.0,7.199,35.1582,0.09776,0.15569,0.02396,0.03581,6.6211e-05
3182,29.0,-45.0,7.3931,35.2136,0.12626,-0.01164,0.03937,0.01136,7.0706e-05
3186,37.0,-45.0,6.5029,35.1213,-0.05322,-0.11811,0.02297,-0.02544,8.777e-05
3188,41.0,-45.0,5.7276,35.0463,0.68109,0.27249,0.02521,0.00476,9.5681e-05
3189,43.0,-45.0,5.3239,35.0121,0.51077,-0.72286,0.02265,-0.04053,9.9464e-05
3191,49.0,-45.0,3.4829,34.8804,0.15951,0.14804,0.01401,0.01012,0.000110068
3205,-43.0,-43.0,2.8305,34.3912,0.01413,0.03954,-0.00288,-0.01636,-9.9464e-05
3206,-41.0,-43.0,2.9476,34.361,0.02292,0.07651,-0.00602,-0.02096,-9.5681e-05
3209,-35.0,-43.0,3.7952,34.2468,0.03678,0.10556,0.0039,0.00294,-8.3652e-05
3212,-29.0,-43.0,3.8947,34.3202,-0.01068,-0.0015,0.00072,0.01538,-7.0706e-05
3219,9.0,-43.0,5.1054,34.7486,-0.00428,0.06138,0.00401,0.01677,2.2815e-05
3220,11.0,-43.0,5.2893,34.781,-0.04568,0.11818,-0.00105,0.01252,2.7828e-05
3223,17.0,-43.0,5.7721,34.8798,0.03349,0.05403,0.00479,0.01668,4.264e-05
3224,19.0,-43.0,5.9257,34.913,0.01585,0.07873,0.00615,0.01709,4.7482e-05
3226,23.0,-43.0,6.5172,35.0251,0.03083,0.17003,0.00884,0.02342,5.6985e-05
3229,29.0,-43.0,7.5679,35.2489,0.03044,0.05894,0.00164,0.0277,7.0706e-05
3230,31.0,-43.0,7.6176,35.2795,-0.01818,-0.07666,0.01216,0.00022,7.5114e-05
3234,39.0,-43.0,6.2959,35.1056,0.3414,-0.14006,0.03759,-0.02756,9.1781e-05
3235,41.0,-43.0,6.3217,35.0653,-0.00692,0.03638,0.00411,-0.00917,9.5681e-05
3240,51.0,-43.0,3.8053,34.9002,0.0497,-0.08057,0.0015,-0.00703,0.000113341
3241,53.0,-43.0,3.5968,34.8855,0.00089,-0.07616,0.00061,-0.00638,0.000116475
3245,-59.0,-41.0,0.6398,34.6814,0.01568,0.30154,0.00115,0.00665,-0.000125011
3249,-51.0,-41.0,1.8908,34.6812,-0.20872,0.16143,0.02708,-0.01436,-0.000113341
3251,-47.0,-41.0,2.8672,34.3654,0.01014,0.01594,-0.00346,-0.01406,-0.000106662
3256,-37.0,-41.0,3.5803,34.2504,-0.00173,0.06085,-0.00473,-0.00091,-8.777e-05
3259,-31.0,-41.0,3.9001,34.2964,0.02029,-0.00109,0.00185,0.01264,-7.5114e-05
3264,1.0,-41.0,4.6186,34.6507,-0.00824,0.04641,-0.00018,0.0085,2.545e-06
3266,5.0,-41.0,4.8087,34.6849,-0.00084,0.08232,-0.00274,0.00989,1.2711e-05
3267,7.0,-41.0,4.9594,34.7207,-0.00055,0.05895,0.00051,0.0123,1.7774e-05
3270,13.0,-41.0,5.5964,34.8294,0.02942,0.12949,0.00525,0.01564,3.2807e-05
3280,33.0,-41.0,7.4057,35.276,0.15464,-0.17179,0.01694,-0.01937,7.9431e-05
3281,35.0,-41.0,6.974,35.2525,0.17092,-0.17573,0.03042,-0.00475,8.3652e-05
3283,39.0,-41.0,6.5677,35.1581,-0.05918,-0.14079,0.01378,-0.03152,9.1781e-05
3291,55.0,-41.0,3.4781,34.878,0.01278,-0.04034,0.00273,-0.00249,0.000119467
3292,57.0,-41.0,3.4423,34.8709,0.04994,-0.0121,0.00721,-0.00439,0.000122313
3296,-63.0,-39.0,0.248,34.6776,0.0079,0.05032,0.0001,3e-05,-0.000129946
3300,-51.0,-39.0,1.75,34.7055,0.02456,0.16836,0.00437,-0.00589,-0.000113341
3301,-49.0,-39.0,2.3803,34.5784,-0.00433,0.37485,0.00737,-0.13072,-0.000110068
3305,-41.0,-39.0,3.0627,34.3298,0.03711,0.13742,-0.00639,-0.0315,-9.5681e-05
3311,-29.0,-39.0,3.8283,34.323,-0.00214,-0.04502,0.00046,0.01436,-7.0706e-05
3315,-21.0,-39.0,3.663,34.4298,-0.00447,0.00794,0.00251,-0.00785,-5.2265e-05
3317,1.0,-39.0,4.5929,34.6499,-0.00861,0.04686,-0.00128,0.01452,2.545e-06
3318,3.0,-39.0,4.6937,34.6763,-0.00424,0.03342,0.0026,0.00364,7.633e-06
3319,5.0,-39.0,4.8056,34.6857,0.00561,0.07375,0.00363,0.01362,1.2711e-05
3334,35.0,-39.0,7.2999,35.3102,0.19897,-0.19101,0.04323,-0.00314,8.3652e-05
3339,45.0,-39.0,4.9863,34.9844,-0.05048,-0.07153,-0.00127,-0.01796,0.000103126
3342,51.0,-39.0,3.8108,34.9058,-0.04879,-0.16291,0.00063,-0.00838,0.000113341
3347,61.0,-39.0,3.5931,34.8973,-0.07192,0.0814,-0.013,0.01173,0.000127556
3350,-59.0,-37.0,0.5238,34.6826,-0.08743,0.2122,-0.00236,0.0053,-0.000125011
3351,-57.0,-37.0,1.1657,34.6958,0.13507,0.31159,-0.00113,0.00493,-0.000122313
3353,-51.0,-37.0,1.865,34.7003,0.08533,0.19104,-0.00371,-0.00913,-0.000113341
3354,-49.0,-37.0,2.401,34.5829,0.00181,0.29349,0.00561,-0.11355,-0.000110068
3357,-43.0,-37.0,2.9001,34.3718,0.02944,0.06394,-0.00484,-0.01777,-9.9464e-05
3361,-35.0,-37.0,3.7941,34.2531,-0.01554,0.03769,-0.00241,0.01277,-8.3652e-05
3370,-15.0,-37.0,3.8115,34.5359,-0.01936,0.01866,0.02977,0.03787,-3.7747e-05
3372,-3.0,-37.0,4.3392,34.6078,0.02095,0.0686,0.00444,0.01255,-7.633e-06
3375,3.0,-37.0,4.7046,34.6787,0.00631,0.02711,-0.00177,0.0045,7.633e-06
3386,25.0,-37.0,7.0829,35.1355,0.01219,0.13785,0.00511,0.02412,6.1635e-05
3391,35.0,-37.0,7.6594,35.3917,0.1657,-0.07992,0.03761,-0.00382,8.3652e-05
3392,37.0,-37.0,7.5487,35.3395,0.28635,-0.09181,0.03802,-0.04079,8.777e-05
3394,41.0,-37.0,6.012,35.1072,0.12259,-0.39462,0.01743,-0.04528,9.5681e-05
3396,45.0,-37.0,4.9107,34.9861,0.03852,-0.20536,0.00862,-0.02639,0.000103126
3403,59.0,-37.0,3.5375,34.8804,0.07905,-0.02906,0.00985,-0.00192,0.000125011
3408,-53.0,-35.0,1.5885,34.7068,-0.10281,0.07933,-0.00279,0.00342,-0.000116475
3413,-43.0,-35.0,2.9007,34.3838,-0.02944,0.08483,0.01445,-0.02522,-9.9464e-05
3414,-41.0,-35.0,3.0464,34.3454,-0.01595,0.08911,0.00803,-0.02312,-9.5681e-05
3419,-29.0,-35.0,3.8637,34.3326,-0.01979,-0.03762,0.00267,0.01855,-7.0706e-05
3424,-17.0,-35.0,3.7073,34.526,-0.00084,0.04662,0.00683,0.01034,-4.264e-05
3425,-15.0,-35.0,3.8021,34.5541,-0.00296,0.05681,-0.01067,0.00878,-3.7747e-05
3437,15.0,-35.0,5.8436,34.8769,0.03933,0.01336,0.00394,0.00435,3.7747e-05
3442,25.0,-35.0,7.1128,35.152,0.0371,0.14774,0.01047,0.02987,6.1635e-05
3443,27.0,-35.0,7.4854,35.2318,0.07711,0.17996,0.01727,0.03868,6.6211e-05
3447,35.0,-35.0,7.9644,35.4496,0.14668,-0.01047,0.02423,-0.00211,8.3652e-05
3449,39.0,-35.0,7.0596,35.2559,0.07082,-0.43611,0.01367,-0.059,9.1781e-05
3451,43.0,-35.0,5.8232,35.0783,0.1688,-0.24095,0.01103,-0.02308,9.9464e-05
3453,47.0,-35.0,4.561,34.9585,0.03073,-0.13036,0.0042,-0.01025,0.000106662
3455,51.0,-35.0,3.8417,34.9075,0.05112,-0.14839,0.00445,-0.00589,0.000113341
3456,53.0,-35.0,3.7045,34.9134,0.02859,0.02637,-0.00106,0.00804,0.000116475
3459,59.0,-35.0,3.6531,34.8981,0.13238,-0.0919,0.01798,-0.01136,0.000125011
3462,-69.0,-33.0,0.3554,34.6833,-0.01002,-0.04359,-0.00097,-0.0009,-0.000136155
3471,-43.0,-33.0,2.8822,34.3829,0.03652,0.06804,-0.02127,-0.0249,-9.9464e-05
3473,-39.0,-33.0,3.6106,34.241,0.04384,0.14542,-0.00833,-0.02127,-9.1781e-05
3474,-37.0,-33.0,3.6766,34.2328,-0.01834,0.00453,0.00162,0.00331,-8.777e-05
3475,-35.0,-33.0,3.7662,34.2527,-0.04086,0.06547,0.00213,0.01321,-8.3652e-05
3479,-27.0,-33.0,3.831,34.3698,0.03565,-0.02005,0.003,0.01446,-6.6211e-05
3481,-23.0,-33.0,3.6772,34.443,-0.00755,-0.02262,0.00402,0.01739,-5.6985e-05
3487,-11.0,-33.0,3.9702,34.5401,-0.00912,0.01754,-0.00426,0.0055,-2.7828e-05
3489,-7.0,-33.0,4.1013,34.5616,0.00928,0.04677,-0.00178,0.00746,-1.7774e-05
3493,1.0,-33.0,4.5736,34.6446,-0.0108,0.05606,-0.00068,0.00674,2.545e-06
3494,3.0,-33.0,4.6865,34.6701,-0.00957,0.03093,-0.00015,0.00646,7.633e-06
3497,9.0,-33.0,5.1209,34.7431,-0.02003,0.08559,-0.00351,0.01519,2.2815e-05
3503,21.0,-33.0,6.2751,34.9913,0.03103,0.09714,0.00578,0.02819,5.2265e-05
3506,27.0,-33.0,7.5904,35.2557,0.04801,0.13474,0.01569,0.02476,6.6211e-05
3507,29.0,-33.0,8.0526,35.3403,0.07024,0.30216,0.01622,0.06442,7.0706e-05
3513,43.0,-33.0,6.0075,35.0998,0.11427,-0.26268,0.01594,-0.02908,9.9464e-05
3514,45.0,-33.0,5.1276,35.0082,0.10124,-0.37535,0.00477,-0.04223,0.000103126
3521,59.0,-33.0,3.8628,34.9234,0.24078,-0.15255,0.02779,-0.017,0.000125011
3524,-69.0,-31.0,0.3482,34.6825,-0.00729,-0.04681,-0.00129,-0.0012,-0.000136155
3529,-53.0,-31.0,1.0132,34.6972,-0.04624,0.2501,-0.00282,0.01074,-0.000116475
3530,-51.0,-31.0,1.7308,34.7082,0.0659,0.402,0.00332,-0.01522,-0.000113341
3531,-49.0,-31.0,2.4541,34.6049,-0.00692,0.15333,0.00479,-0.0508,-0.000110068
3532,-47.0,-31.0,2.6162,34.5204,0.00725,0.04614,0.00197,-0.0296,-0.000106662
3534,-43.0,-31.0,2.9573,34.3492,0.01757,0.07446,-0.00726,-0.02243,-9.9464e-05
3537,-37.0,-31.0,3.6434,34.2379,-0.01437,-0.00545,0.0021,0.00711,-8.777e-05
3538,-35.0,-31.0,3.6934,34.2583,-0.02401,0.04814,0.0016,0.01102,-8.3652e-05
3542,-27.0,-31.0,3.8386,34.3743,-0.0332,0.00324,-0.00085,0.01495,-6.6211e-05
3544,-23.0,-31.0,3.6725,34.45,0.01172,-0.01848,0.00213,0.01832,-5.6985e-05
3545,-21.0,-31.0,3.6157,34.4899,0.00212,-0.02864,0.00171,0.01672,-5.2265e-05
3549,-13.0,-31.0,3.9116,34.5398,0.00971,0.04394,0.00267,0.00279,-3.2807e-05
3553,-5.0,-31.0,4.2092,34.5841,-0.00342,0.05455,-0.00095,0.00874,-1.2711e-05
3558,5.0,-31.0,4.8036,34.6842,-0.00687,0.08015,0.00437,0.01835,1.2711e-05
3565,19.0,-31.0,6.2173,34.96,0.00485,0.07017,0.00264,0.01577,4.7482e-05
3568,25.0,-31.0,7.1842,35.1754,0.01149,0.22614,0.00325,0.04664,6.1635e-05
3574,41.0,-31.0,6.7508,35.2104,0.15506,-0.28214,0.02824,-0.04662,9.5681e-05
3578,49.0,-31.0,4.4,34.9476,0.09273,-0.19695,0.00773,-0.01744,0.000110068
3581,55.0,-31.0,3.8143,34.9103,0.00478,0.08773,-0.00474,0.00666,0.000119467
3582,57.0,-31.0,4.0924,34.9366,-0.01798,0.15763,-0.01098,0.01679,0.000122313
3583,59.0,-31.0,4.1913,34.9568,0.29273,-0.10261,0.02419,-0.00541,0.000125011
3584,61.0,-31.0,3.8789,34.9245,0.27292,-0.12185,0.03578,-0.01457,0.000127556
3587,-59.0,-29.0,0.4315,34.6787,-0.0807,0.14127,-0.00106,0.00192,-0.000125011
3588,-57.0,-29.0,0.5811,34.6804,-0.20969,-0.02317,-0.00487,-0.00097,-0.000122313
3591,-51.0,-29.0,1.8541,34.7074,0.12545,0.33578,-0.00555,-0.01608,-0.000113341
3593,-47.0,-29.0,2.6212,34.5255,-0.01528,0.05144,0.0097,-0.03088,-0.000106662
3596,-41.0,-29.0,3.2219,34.2877,0.04544,0.13942,-0.01083,-0.02756,-9.5681e-05
3600,-33.0,-29.0,3.8499,34.2821,0.01715,0.07179,0.00201,0.00851,-7.9431e-05
3611,-11.0,-29.0,4.0136,34.5448,0.00546,0.01958,0.00196,-0.00117,-2.7828e-05
3613,-7.0,-29.0,4.138,34.574,0.00096,0.02817,-0.00153,0.00481,-1.7774e-05
